doc_id,topic,keywords
1376,1,무제한 다른 변경 음성 데이터 추천 고려 얼마 문자 요금제
1377,4,요금 안내 다른 확인 특징 제도 얼마 비교 대한 제의 요금제 무엇
1378,3,납부 변경 신용카드 카드 번호 방법 정보 사명
1379,3,요금 납부 자동 이체 문의 변경 방법
1380,4,부가 서비스 이용 보너스 신청 확인 데이터 방법
1381,3,요금 납부 이체 문의 계좌 얼마 관련
1382,3,이체 신용카드 다른 계좌
1383,4,요금 고지서 문의 데이터 용량 지난달
1384,4,부가 서비스 가격 확인 데이터 보충 한번 무엇
1385,2,할인 선택 약정 기간 한번 얼마나 고려 무엇
1386,3,휴대폰 변경 사용 현재 중이
1387,3,요금 납부 신용카드 카드 번호 사명
1388,2,할인 선택 약정 방법 기간 뭔가
